BUNDLE;IMPORT;SYMBOLS
apps/style-book/style-book-web;frontend-js-web;"ALIGN_POSITIONS,align,fetch,getCheckedCheckboxes,navigate,objectToFormData,openConfirmModal,openModal,openSelectionModal,openSimpleInputModal,openToast,runScriptsInElement,setFormValues,sub"
apps/style-book/style-book-web;react;"default,useCallback,useContext,useEffect,useLayoutEffect,useMemo,useReducer,useRef,useState"
apps/style-book/style-book-web;@clayui/alert;"default"
apps/style-book/style-book-web;classnames;"default"
apps/style-book/style-book-web;@clayui/panel;"default"
apps/style-book/style-book-web;prop-types;"default"
apps/style-book/style-book-web;@clayui/empty-state;"default"
apps/style-book/style-book-web;@clayui/loading-indicator;"default"
apps/style-book/style-book-web;@clayui/drop-down;"Align,default"
apps/style-book/style-book-web;@clayui/icon;"default"
apps/style-book/style-book-web;@liferay/layout-js-components-web;"ColorPicker,LengthInput,StyleErrorsContextProvider,useControlledState,useHasStyleErrors"
apps/style-book/style-book-web;@clayui/layout;"default"
apps/style-book/style-book-web;@clayui/popover;"default"
apps/style-book/style-book-web;@liferay/frontend-js-react-web;"ReactPortal,useEventListener,useIsMounted"
apps/template/template-taglib;@clayui/core;"Option,Picker"
apps/template/template-taglib;@clayui/drop-down;"default"
apps/template/template-taglib;@clayui/form;"ClayInput,default"
apps/template/template-taglib;@clayui/shared;"InternalDispatch"
apps/template/template-taglib;react;"default,useState"
apps/template/template-web;frontend-js-web;"fetch,navigate,objectToFormData,openModal,openToast,runScriptsInElement,sub"
apps/template/template-web;@clayui/form;"ClayInput,ClaySelect,ClaySelectWithOption,default"
apps/template/template-web;@clayui/icon;"default"
apps/template/template-web;react;"default,useContext,useEffect,useImperativeHandle,useMemo,useReducer,useRef,useState"
apps/template/template-web;@clayui/alert;"default"
apps/template/template-web;@clayui/button;"ClayButtonWithIcon,default"
apps/template/template-web;@clayui/modal;"default,useModal"
apps/template/template-web;prop-types;"default"
apps/template/template-web;@liferay/frontend-js-react-web;"render,useIsMounted"
apps/template/template-web;classnames;"default"
apps/template/template-web;@clayui/popover;"default"
apps/template/template-web;@liferay/frontend-js-codemirror-web;"CodeMirror"
apps/template/template-web;frontend-js-components-web;"CodeMirrorKeyboardMessage"
apps/template/template-web;@clayui/panel;"default"
apps/template/template-web;@clayui/empty-state;"default"
apps/template/template-web;@clayui/loading-indicator;"default"
apps/translation/translation-web;frontend-js-web;"addParams,fetch,getCheckedCheckboxes,navigate,openConfirmModal,postForm,sub,unescapeHTML"
apps/translation/translation-web;@clayui/button;"default"
apps/translation/translation-web;@clayui/form;"ClayCheckbox,ClayInput,ClayRadio,ClayRadioGroup,ClaySelect,ClaySelectWithOption,default"
apps/translation/translation-web;@clayui/layout;"default"
apps/translation/translation-web;@clayui/link;"default"
apps/translation/translation-web;@clayui/list;"default"
apps/translation/translation-web;prop-types;"default"
apps/translation/translation-web;react;"default,useEffect,useMemo,useReducer,useRef,useState"
apps/translation/translation-web;@clayui/icon;"default"
apps/translation/translation-web;@clayui/panel;"default"
apps/translation/translation-web;@clayui/alert;"default"
apps/translation/translation-web;@clayui/toolbar;"default"
apps/translation/translation-web;@liferay/frontend-js-react-web;"useIsMounted"
apps/translation/translation-web;@clayui/loading-indicator;"default"
apps/translation/translation-web;classnames;"default"
apps/translation/translation-web;frontend-editor-ckeditor-web;"ClassicEditor"
apps/translation/translation-web;@clayui/drop-down;"default"
apps/trash/trash-taglib;frontend-js-web;"openToast"
apps/trash/trash-web;frontend-js-web;"openModal,openSelectionModal"
apps/user-associated-data/user-associated-data-web;frontend-js-web;"fetch,runScriptsInElement"
apps/user-groups-admin/user-groups-admin-web;frontend-js-web;"getCheckedCheckboxes,openSelectionModal,postForm,sub"
apps/users-admin/users-admin-web;@liferay/address-web;"CountryRegionDynamicSelect"
apps/users-admin/users-admin-web;@clayui/button;"ClayButtonWithIcon"
apps/users-admin/users-admin-web;@clayui/form;"ClayInput,default"
apps/users-admin/users-admin-web;frontend-js-web;"PortletBase,createActionURL,createPortletURL,createRenderURL,fetch,getCheckedCheckboxes,openConfirmModal,openModal,openSelectionModal,openToast,postForm,sub"
apps/users-admin/users-admin-web;react;"default,useState"
apps/wiki/wiki-web;frontend-js-web;"fetch,openConfirmModal,openModal,postForm,printPage,sub"
apps/headless/headless-builder/headless-builder-web;@clayui/button;"ClayButtonWithIcon,default"
apps/headless/headless-builder/headless-builder-web;@clayui/management-toolbar;"ClayResultsBar,default"
apps/headless/headless-builder/headless-builder-web;react;"Dispatch,SetStateAction,createContext,default,useCallback,useContext,useEffect,useState"
apps/headless/headless-builder/headless-builder-web;@clayui/card;"default"
apps/headless/headless-builder/headless-builder-web;@clayui/core;"Heading,Text,TreeView"
apps/headless/headless-builder/headless-builder-web;@clayui/layout;"default"
apps/headless/headless-builder/headless-builder-web;@clayui/modal;"default"
apps/headless/headless-builder/headless-builder-web;@clayui/navigation-bar;"default"
apps/headless/headless-builder/headless-builder-web;frontend-js-web;"fetch,localStorage,openModal,openToast,sub"
apps/headless/headless-builder/headless-builder-web;@clayui/breadcrumb;"default"
apps/headless/headless-builder/headless-builder-web;@clayui/tabs;"default"
apps/headless/headless-builder/headless-builder-web;@clayui/form;"ClayInput,default"
apps/headless/headless-builder/headless-builder-web;@clayui/icon;"default"
apps/headless/headless-builder/headless-builder-web;@clayui/alert;"default"
apps/headless/headless-builder/headless-builder-web;classnames;"default"
apps/headless/headless-builder/headless-builder-web;@clayui/tooltip;"ClayTooltipProvider"
apps/headless/headless-builder/headless-builder-web;@clayui/label;"default"
apps/headless/headless-builder/headless-builder-web;@liferay/frontend-data-set-web;"FrontendDataSet,IFrontendDataSetProps"
apps/headless/headless-builder/headless-builder-web;@clayui/drop-down;"default"
apps/headless/headless-builder/headless-builder-web;@clayui/panel;"default"
apps/layout/layout-type-controller/layout-type-controller-panel;@clayui/core;"TreeView"
apps/layout/layout-type-controller/layout-type-controller-panel;@clayui/form;"ClayCheckbox"
apps/layout/layout-type-controller/layout-type-controller-panel;@clayui/icon;"default"
apps/layout/layout-type-controller/layout-type-controller-panel;prop-types;"default"
apps/layout/layout-type-controller/layout-type-controller-panel;react;"default,useState"
apps/layout/layout-utility-page/layout-utility-page-terms-of-use;frontend-js-web;"openAlertModal"
dxp/apps/analytics/analytics-reports-js-components-web;react;"createContext,default,useContext,useEffect,useMemo,useReducer,useRef,useState"
dxp/apps/analytics/analytics-reports-js-components-web;@testing-library/react;"fireEvent,render,waitForElementToBeRemoved"
dxp/apps/analytics/analytics-reports-js-components-web;frontend-js-web;"dateUtils,fetch"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/core;"Provider,Text"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/link;"default"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/tooltip;"ClayTooltipProvider"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/empty-state;"default"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/button;"default"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/drop-down;"default"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/icon;"default"
dxp/apps/analytics/analytics-reports-js-components-web;classnames;"default"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/core/lib/typography/Text;"ColorType"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/alert;"default"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/loading-indicator;"default"
dxp/apps/analytics/analytics-reports-js-components-web;@clayui/popover;"default"
dxp/apps/analytics/analytics-reports-js-components-web;recharts;"Bar,CartesianGrid,ComposedChart,Line,ResponsiveContainer,Text,TextProps,Tooltip,XAxis,YAxis"
dxp/apps/analytics/analytics-reports-js-components-web;d3;"utcFormat"
dxp/apps/analytics/analytics-reports-web;@liferay/frontend-js-react-web;"useEventListener,useIsMounted,useStateSafe"
dxp/apps/analytics/analytics-reports-web;frontend-js-web;"fetch,setSessionValue,sub"
dxp/apps/analytics/analytics-reports-web;prop-types;"default"
dxp/apps/analytics/analytics-reports-web;react;"MouseEventHandler,Reducer,ReducerState,createContext,default,useCallback,useContext,useEffect,useMemo,useReducer,useRef,useState"
dxp/apps/analytics/analytics-reports-web;@clayui/alert;"default"
dxp/apps/analytics/analytics-reports-web;@clayui/loading-indicator;"default"
dxp/apps/analytics/analytics-reports-web;@clayui/icon;"default"
dxp/apps/analytics/analytics-reports-web;@clayui/layout;"default"
dxp/apps/analytics/analytics-reports-web;@clayui/sticker;"default"
dxp/apps/analytics/analytics-reports-web;classnames;"default"
dxp/apps/analytics/analytics-reports-web;recharts;"CartesianGrid,Cell,Legend,Line,LineChart,Pie,PieChart,ReferenceDot,Tooltip,XAxis,YAxis"
dxp/apps/analytics/analytics-reports-web;@clayui/link;"default"
dxp/apps/analytics/analytics-reports-web;@clayui/popover;"default"
dxp/apps/analytics/analytics-reports-web;@clayui/button;"ClayButtonWithIcon,default"
dxp/apps/analytics/analytics-reports-web;@clayui/drop-down;"default"
dxp/apps/analytics/analytics-reports-web;@clayui/form;"ClaySelect"
dxp/apps/analytics/analytics-reports-web;@clayui/list;"default"
dxp/apps/analytics/analytics-reports-web;@clayui/label;"default"
dxp/apps/analytics/analytics-reports-web;@clayui/tooltip;"ClayTooltipProvider"
dxp/apps/commerce/commerce-dashboard-web;@clayui/charts;"default"
dxp/apps/commerce/commerce-dashboard-web;react;"default,useCallback,useEffect,useRef,useState"
dxp/apps/commerce/commerce-dashboard-web;frontend-js-web;"fetch"
dxp/apps/commerce/commerce-organization-web;react;"MouseEvent,createContext,default,useCallback,useContext,useEffect,useLayoutEffect,useMemo,useRef,useState"
dxp/apps/commerce/commerce-organization-web;d3;"*,event,hierarchy,linkHorizontal,select,tree"
dxp/apps/commerce/commerce-organization-web;frontend-js-web;"dateUtils,fetch,openConfirmModal,openToast,sub"
dxp/apps/commerce/commerce-organization-web;@clayui/alert;"default"
dxp/apps/commerce/commerce-organization-web;@clayui/button;"ClayButtonWithIcon,default"
dxp/apps/commerce/commerce-organization-web;classnames;"default"
dxp/apps/commerce/commerce-organization-web;prop-types;"default"
dxp/apps/commerce/commerce-organization-web;commerce-frontend-js;"AutocompleteComponent"
dxp/apps/commerce/commerce-organization-web;@clayui/autocomplete;"default"
dxp/apps/commerce/commerce-organization-web;@clayui/drop-down;"ClayDropDownWithItems,default"
dxp/apps/commerce/commerce-organization-web;frontend-js-components-web;"ManagementToolbar"
dxp/apps/commerce/commerce-organization-web;@clayui/management-toolbar;"ClayResultsBar"
dxp/apps/commerce/commerce-organization-web;@clayui/drop-down/lib/drilldown/Menu;"IItem"
dxp/apps/commerce/commerce-organization-web;@clayui/icon;"default"
dxp/apps/commerce/commerce-organization-web;@clayui/data-provider;"useResource"
dxp/apps/commerce/commerce-organization-web;@clayui/form;"ClayInput,ClayRadio,ClayRadioGroup,ClaySelectBox,ClaySelectWithOption,ClayToggle,default"
dxp/apps/commerce/commerce-organization-web;@clayui/modal;"default,useModal"
dxp/apps/commerce/commerce-organization-web;@clayui/multi-select;"default"
dxp/apps/commerce/commerce-organization-web;@clayui/date-picker;"default"
dxp/apps/commerce/commerce-organization-web;@clayui/multi-select/lib/types;"Item"
dxp/apps/commerce/commerce-shop-by-diagram-web;@liferay/frontend-js-state-web;"State"
dxp/apps/commerce/commerce-shop-by-diagram-web;frontend-js-web;"debounce,fetch,navigate,openToast,sub"
dxp/apps/commerce/commerce-shop-by-diagram-web;item-selector-taglib;"imageSelectorImageAtom"
dxp/apps/commerce/commerce-shop-by-diagram-web;d3;"drag,event,select,zoom,zoomIdentity"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/loading-indicator;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;@liferay/frontend-js-react-web;"ReactPortal,useIsMounted"
dxp/apps/commerce/commerce-shop-by-diagram-web;classnames;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;commerce-frontend-js;"AddToCartButtonComponent,AddToCartComponent,AutocompleteComponent,InfiniteScrollerComponent,QuantitySelectorComponent,getProductMinQuantity,isProductPurchasable,useCommerceAccount,useCommerceCart"
dxp/apps/commerce/commerce-shop-by-diagram-web;prop-types;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;react;"default,useCallback,useEffect,useLayoutEffect,useMemo,useRef,useState"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/empty-state;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/table;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/button;"ClayButtonWithIcon,default"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/form;"ClayCheckbox,ClayInput,ClaySelect,default"
dxp/apps/commerce/commerce-shop-by-diagram-web;frontend-js-components-web;"ManagementToolbar"
dxp/apps/commerce/commerce-shop-by-diagram-web;@liferay/frontend-data-set-web;"FDS_EVENT"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/icon;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/drop-down;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/slider;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/alert;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/label;"default"
dxp/apps/commerce/commerce-shop-by-diagram-web;@clayui/sticker;"default"
dxp/apps/document-library-opener/document-library-opener-onedrive-web;@liferay/frontend-icons-web;"getSpritemap"
dxp/apps/document-library-opener/document-library-opener-onedrive-web;frontend-js-web;"fetch,getWindow,navigate,openSimpleInputModal,openToast,openWindow"
dxp/apps/multi-factor-authentication/multi-factor-authentication-fido2-web;base64-js;"default"
dxp/apps/multi-factor-authentication/multi-factor-authentication-timebased-otp-web;qrcode;"*"
dxp/apps/portal-reports-engine-console/portal-reports-engine-console-web;frontend-js-web;"delegate,openConfirmModal,unescapeHTML"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;react;"Component,PureComponent,default,useContext,useEffect,useRef,useState"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;frontend-js-web;"fetch,getCheckedCheckboxes,navigate,openConfirmModal,openSelectionModal,openToast,postForm"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;frontend-js-components-web;"FeatureIndicator,LearnMessage,LearnResourcesContext,ManagementToolbar"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/button;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/link;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;prop-types;"PropTypes,default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/drop-down;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/form;"ClayCheckbox,ClayInput,default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/icon;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;classnames;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/alert;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/layout;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/tabs;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/modal;"default,useModal"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/data-provider;"useResource"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/loading-indicator;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/pagination-bar;"ClayPaginationBarWithBasicItems"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@liferay/frontend-js-react-web;"usePrevious"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/multi-select;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/label;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/sticker;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;react-dnd;"DndProvider,DragLayer,DragSource,DropTarget"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;react-dnd-html5-backend;"HTML5Backend,getEmptyImage"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;react-dom;"findDOMNode"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/empty-state;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web;@clayui/table;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-synonyms-web;react;"Component,default"
dxp/apps/portal-search-tuning/portal-search-tuning-synonyms-web;frontend-js-web;"openConfirmModal"
dxp/apps/portal-search-tuning/portal-search-tuning-synonyms-web;@clayui/button;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-synonyms-web;@clayui/form;"ClayInput,default"
dxp/apps/portal-search-tuning/portal-search-tuning-synonyms-web;@clayui/layout;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-synonyms-web;@clayui/multi-select;"default"
dxp/apps/portal-search-tuning/portal-search-tuning-synonyms-web;prop-types;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;react;"ChangeEvent,ReactNode,createContext,default,useCallback,useContext,useEffect,useMemo,useRef,useState"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;react-flow-renderer;"ArrowHeadType,Background,Controls,EdgeText,Elements,Handle,Position,ReactFlowProvider,addEdge,default,getBezierPath,isEdge,isNode,useStoreState"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;react-dom;"flushSync"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;uuid;"v4"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;frontend-js-web;"fetch,localStorage"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/alert;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/icon;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/layout;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/link;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/loading-indicator;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/toolbar;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;frontend-editor-ckeditor-web;"ClassicEditor,Editor"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/form;"ClayCheckbox,ClayInput,ClaySelect,ClayToggle,default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;prop-types;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/button;"ClayButtonWithIcon,default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/modal;"default,useModal"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;frontend-js-components-web;"TranslationAdminSelector"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/tabs;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/data-provider;"useResource"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@liferay/object-js-components-web;"MultipleSelect"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/autocomplete;"default"
dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web;@clayui/drop-down;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;react;"createContext,default,useCallback,useContext,useEffect,useMemo,useReducer,useRef,useState"
dxp/apps/portal-workflow/portal-workflow-metrics-web;react-router-dom;"HashRouter,Link,Route,Switch,__RouterContext,withRouter"
dxp/apps/portal-workflow/portal-workflow-metrics-web;frontend-js-web;"cancelDebounce,debounce,fetch,openToast,sessionStorage,sub"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/button;"ClayButtonWithIcon,default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/form;"ClayCheckbox,ClayInput,ClayRadio,ClayRadioGroup,ClaySelect,default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/icon;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;react-text-mask;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/layout;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@liferay/frontend-js-react-web;"useEventListener,useIsMounted,usePrevious"
dxp/apps/portal-workflow/portal-workflow-metrics-web;frontend-js-components-web;"ManagementToolbar"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/modal;"default,useModal"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/popover;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/table;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@liferay/portal-workflow-instance-tracker-web;"WorkflowInstanceTracker"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/alert;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;moment/min/moment-with-locales;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;numeral;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;moment;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/panel;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;recharts;"CartesianGrid,Line,LineChart,ResponsiveContainer,Tooltip,XAxis,YAxis"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/list;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/progress-bar;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/autocomplete;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/drop-down;"Align,ClayDropDownWithItems,default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/empty-state;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;classnames;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;path-to-regexp;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/navigation-bar;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/pagination-bar;"ClayPaginationBarWithBasicItems"
dxp/apps/portal-workflow/portal-workflow-metrics-web;react-dom;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;qs;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/tabs;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/link;"default"
dxp/apps/portal-workflow/portal-workflow-metrics-web;@clayui/tooltip;"ClayTooltipProvider"
dxp/apps/portal-workflow/portal-workflow-metrics-web;text-mask-addons;"createNumberMask"
dxp/apps/portal-workflow-kaleo-forms/portal-workflow-kaleo-forms-web;frontend-js-web;"createRenderURL,fetch,getCheckedCheckboxes,navigate,objectToFormData,openConfirmModal,openSelectionModal,postForm"
dxp/apps/scim/scim-configuration-web;clipboard;"default"
dxp/apps/scim/scim-configuration-web;frontend-js-web;"PortletBase,openToast"
dxp/apps/search-experiences/search-experiences-web;@clayui/button;"ClayButtonWithIcon,default"
dxp/apps/search-experiences/search-experiences-web;@clayui/drop-down;"Align,ClayDropDownWithItems,default"
dxp/apps/search-experiences/search-experiences-web;@clayui/form;"ClayCheckbox,ClayInput,ClayRadio,ClayRadioGroup,ClaySelect,ClayToggle,default"
dxp/apps/search-experiences/search-experiences-web;@clayui/icon;"default"
dxp/apps/search-experiences/search-experiences-web;frontend-js-components-web;"ManagementToolbar"
dxp/apps/search-experiences/search-experiences-web;react;"Component,createContext,default,useCallback,useContext,useEffect,useMemo,useRef,useState"
dxp/apps/search-experiences/search-experiences-web;@clayui/data-provider;"useResource"
dxp/apps/search-experiences/search-experiences-web;@clayui/empty-state;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/loading-indicator;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/modal;"ClayModalProvider,default,useModal"
dxp/apps/search-experiences/search-experiences-web;@clayui/pagination-bar;"ClayPaginationBarWithBasicItems,default"
dxp/apps/search-experiences/search-experiences-web;@clayui/table;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/link;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/sticker;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/tooltip;"ClayTooltipProvider"
dxp/apps/search-experiences/search-experiences-web;@clayui/toolbar;"default"
dxp/apps/search-experiences/search-experiences-web;classnames;"default"
dxp/apps/search-experiences/search-experiences-web;formik;"setNestedObjectValues,useFormik"
dxp/apps/search-experiences/search-experiences-web;frontend-js-web;"cancelDebounce,dateUtils,debounce,fetch,navigate,openConfirmModal,openSelectionModal,openToast,sessionStorage,sub"
dxp/apps/search-experiences/search-experiences-web;prop-types;"PropTypes,default"
dxp/apps/search-experiences/search-experiences-web;@clayui/alert;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/layout;"default"
dxp/apps/search-experiences/search-experiences-web;clipboard;"default"
dxp/apps/search-experiences/search-experiences-web;@liferay/frontend-js-codemirror-web;"CodeMirror"
dxp/apps/search-experiences/search-experiences-web;@clayui/localized-input;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/list;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/navigation-bar;"default"
dxp/apps/search-experiences/search-experiences-web;@liferay/frontend-js-react-web;"useIsMounted"
dxp/apps/search-experiences/search-experiences-web;@clayui/label;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/pagination;"ClayPaginationWithBasicItems"
dxp/apps/search-experiences/search-experiences-web;@clayui/panel;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/nav;"ClayVerticalNav"
dxp/apps/search-experiences/search-experiences-web;@clayui/date-picker;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/autocomplete;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/shared;"FocusScope"
dxp/apps/search-experiences/search-experiences-web;fuzzy;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/multi-select;"default"
dxp/apps/search-experiences/search-experiences-web;@clayui/slider;"default"
dxp/apps/segments/segments-experiment-web;@liferay/frontend-js-react-web;"ReactPortal,useEventListener,useIsMounted"
dxp/apps/segments/segments-experiment-web;frontend-js-web;"cancelDebounce,debounce,fetch,navigate,openToast,setSessionValue,sub,throttle"
dxp/apps/segments/segments-experiment-web;react;"createContext,default,useCallback,useContext,useEffect,useReducer,useRef,useState"
dxp/apps/segments/segments-experiment-web;prop-types;"default"
dxp/apps/segments/segments-experiment-web;@clayui/button;"ClayButtonWithIcon,default"
dxp/apps/segments/segments-experiment-web;@clayui/modal;"default,useModal"
dxp/apps/segments/segments-experiment-web;@clayui/icon;"default"
dxp/apps/segments/segments-experiment-web;@clayui/link;"default"
dxp/apps/segments/segments-experiment-web;@clayui/form;"ClayInput,ClayRadio,ClayRadioGroup,ClaySelect,default"
dxp/apps/segments/segments-experiment-web;@clayui/loading-indicator;"default"
dxp/apps/segments/segments-experiment-web;@clayui/alert;"default"
dxp/apps/segments/segments-experiment-web;@clayui/drop-down;"default"
dxp/apps/segments/segments-experiment-web;@clayui/label;"default"
dxp/apps/segments/segments-experiment-web;@clayui/slider;"default"
dxp/apps/segments/segments-experiment-web;classnames;"default"
dxp/apps/segments/segments-experiment-web;frontend-js-components-web;"useId"
dxp/apps/segments/segments-experiment-web;@clayui/table;"default"
